event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details
TechFusion 2026 - Inter College Fest,"Mumbai, India",e609bb43-cc82-4a43-9a14-378c6e01cd38,2026-01-13,Equipment Rental,Printing & Merchandise expense for fest operations,Anjali Soni,196.29,unequal_percentage,9,Mumtaz Begum|Reyansh Gupta|Reyansh Gupta|Divya Mukherjee|Meera Krishnan|Balram Yadav|Rahul Tiwari|Pallavi Shah|Qasim Ali,"{'Mumtaz Begum': 0.29, 'Reyansh Gupta': 26.13, 'Divya Mukherjee': 35.89, 'Meera Krishnan': 31.09, 'Balram Yadav': 27.01, 'Rahul Tiwari': 21.83, 'Pallavi Shah': 20.31, 'Qasim Ali': 10.65}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",3d754941-7ed4-4e9d-b8f4-3f3d34a7d615,2026-01-15,Stage & Production,Printing & Merchandise expense for fest operations,Saanvi Gupta,5910.4,unequal_percentage,11,Rishaan Nair|Meera Krishnan|Vijaya Balan|Kavya Iyer|Paresh Rawal|Meera Krishnan|Mira Rajput|Alka Yagnik|Mumtaz Begum|Armaan Malik|Vishal Dadlani,"{'Rishaan Nair': 634.8, 'Meera Krishnan': 128.79, 'Vijaya Balan': 294.99, 'Kavya Iyer': 713.99, 'Paresh Rawal': 979.23, 'Mira Rajput': 685.79, 'Alka Yagnik': 711.65, 'Mumtaz Begum': 493.75, 'Armaan Malik': 480.43, 'Vishal Dadlani': 177.68}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",bde5e0c5-204c-4e90-ba9b-c01901140f11,2026-01-14,Stage & Production,Marketing expense for fest operations,Sachin Tendulkar,4381.11,unequal_percentage,10,Kavya Iyer|Shreya Ghoshal|Enrique D'Cruz|Reyansh Gupta|Kiara Advani|Sonu Nigam|Udit Narayan|Qasim Ali|Renu Arora|Aanya Singh,"{'Kavya Iyer': 84.79, 'Shreya Ghoshal': 189.68, ""Enrique D'Cruz"": 459.9, 'Reyansh Gupta': 620.5, 'Kiara Advani': 538.58, 'Sonu Nigam': 435.16, 'Udit Narayan': 474.9, 'Qasim Ali': 514.59, 'Renu Arora': 517.03, 'Aanya Singh': 545.98}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",24b7e98b-6336-428e-bcc0-c8cbaec9db4a,2026-01-11,Food & Catering,Volunteer Expense expense for fest operations,Urvashi Rautela,7492.55,unequal_percentage,12,Pooja Bhattacharya|Aanya Singh|Lokesh Rahul|Reyansh Gupta|Leena Chandavarkar|Ayaan Khan|Mira Rajput|Pihu Verma|Alka Yagnik|Paresh Rawal|Lakshmi Nambiar|Atharva Joshi,"{'Pooja Bhattacharya': 298.91, 'Aanya Singh': 709.11, 'Lokesh Rahul': 1272.54, 'Reyansh Gupta': 456.91, 'Leena Chandavarkar': 332.13, 'Ayaan Khan': 862.06, 'Mira Rajput': 222.5, 'Pihu Verma': 1094.51, 'Alka Yagnik': 641.17, 'Paresh Rawal': 1027.47, 'Lakshmi Nambiar': 430.1, 'Atharva Joshi': 145.14}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",c3453055-c984-457d-b361-44aa4d79ad3a,2026-01-13,Food & Catering,Food & Catering expense for fest operations,Alka Yagnik,4863.66,unequal_percentage,7,Dev Anand|Sonu Nigam|Bharti Gill|Vivaan Mehta|Renu Arora|Shreya Ghoshal|Adnan Sami,"{'Dev Anand': 1007.13, 'Sonu Nigam': 958.91, 'Bharti Gill': 981.71, 'Vivaan Mehta': 678.99, 'Renu Arora': 117.02, 'Shreya Ghoshal': 56.66, 'Adnan Sami': 1063.25}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",a7bdb880-6dcd-40e6-b5dc-9cc8a9a8963c,2026-01-15,Marketing,Printing & Merchandise expense for fest operations,Dev Anand,6105.73,equal,14,Atharva Joshi|Kavya Iyer|Lakshmi Nambiar|Reyansh Gupta|Atharva Joshi|Divya Mukherjee|Sonu Nigam|Kiara Advani|Armaan Malik|Sunidhi Chauhan|Paresh Rawal|Vivaan Mehta|Varun Bansal|Lokesh Rahul,"{'Atharva Joshi': 436.12, 'Kavya Iyer': 436.12, 'Lakshmi Nambiar': 436.12, 'Reyansh Gupta': 436.12, 'Divya Mukherjee': 436.12, 'Sonu Nigam': 436.12, 'Kiara Advani': 436.12, 'Armaan Malik': 436.12, 'Sunidhi Chauhan': 436.12, 'Paresh Rawal': 436.12, 'Vivaan Mehta': 436.12, 'Varun Bansal': 436.12, 'Lokesh Rahul': 436.12}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",4d01eb86-540d-444b-9334-98c0737b549c,2026-01-11,Transport,Equipment Rental expense for fest operations,Vijaya Balan,5058.97,unequal_percentage,13,Paresh Rawal|Pihu Verma|Enrique D'Cruz|Kunal Khanna|Balram Yadav|Pooja Bhattacharya|Kavya Iyer|Anjali Soni|Mira Rajput|Mumtaz Begum|Reyansh Gupta|Shahid Kapoor|Priya Rao,"{'Paresh Rawal': 638.33, 'Pihu Verma': 5.47, ""Enrique D'Cruz"": 692.77, 'Kunal Khanna': 393.07, 'Balram Yadav': 237.97, 'Pooja Bhattacharya': 142.12, 'Kavya Iyer': 220.75, 'Anjali Soni': 593.51, 'Mira Rajput': 344.39, 'Mumtaz Begum': 522.34, 'Reyansh Gupta': 203.69, 'Shahid Kapoor': 625.05, 'Priya Rao': 439.53}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",48f347bc-00ba-450d-91bd-a6d904cb7bf7,2026-01-10,Volunteer Expense,Food & Catering expense for fest operations,Yami Gautam,9180.2,equal,9,Vijaya Balan|Qasim Ali|Priya Rao|Alka Yagnik|Sunidhi Chauhan|Lokesh Rahul|Lakshmi Nambiar|Aanya Singh|Vishal Dadlani,"{'Vijaya Balan': 1020.02, 'Qasim Ali': 1020.02, 'Priya Rao': 1020.02, 'Alka Yagnik': 1020.02, 'Sunidhi Chauhan': 1020.02, 'Lokesh Rahul': 1020.02, 'Lakshmi Nambiar': 1020.02, 'Aanya Singh': 1020.02, 'Vishal Dadlani': 1020.02}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",62e6e5a5-472d-46c9-a744-eda1d22e6107,2026-01-14,Accommodation,Volunteer Expense expense for fest operations,Reyansh Gupta,3383.04,equal,8,Renu Arora|Kiara Advani|Taapsee Pannu|Mumtaz Begum|Pallavi Shah|Rishaan Nair|Sachin Tendulkar|Rahul Tiwari,"{'Renu Arora': 422.88, 'Kiara Advani': 422.88, 'Taapsee Pannu': 422.88, 'Mumtaz Begum': 422.88, 'Pallavi Shah': 422.88, 'Rishaan Nair': 422.88, 'Sachin Tendulkar': 422.88, 'Rahul Tiwari': 422.88}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",851763a7-34c1-4c3d-8ce1-927bc0522c84,2026-01-14,After Party,After Party expense for fest operations,Kunal Khanna,2957.25,unequal_percentage,8,Diljit Dosanjh|Sunidhi Chauhan|Vandana Luthra|Diljit Dosanjh|Anjali Soni|Meera Krishnan|Rahul Tiwari|Taapsee Pannu,"{'Diljit Dosanjh': 390.52, 'Sunidhi Chauhan': 5.85, 'Vandana Luthra': 207.01, 'Anjali Soni': 681.05, 'Meera Krishnan': 518.15, 'Rahul Tiwari': 330.14, 'Taapsee Pannu': 151.78}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",e5a4659e-f00a-4943-bf2f-852b38fb77af,2026-01-11,Food & Catering,Volunteer Expense expense for fest operations,Varun Bansal,4421.44,unequal_percentage,7,Priya Rao|Rishaan Nair|Dev Anand|Varun Bansal|Mira Rajput|Leena Chandavarkar|Ayaan Khan,"{'Priya Rao': 101.49, 'Rishaan Nair': 647.17, 'Dev Anand': 469.62, 'Varun Bansal': 865.67, 'Mira Rajput': 1059.53, 'Leena Chandavarkar': 626.74, 'Ayaan Khan': 651.21}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",526b4e54-4366-496e-b2af-879db549875d,2026-01-15,Volunteer Expense,Sponsorship Expense expense for fest operations,Diljit Dosanjh,3122.53,unequal_percentage,7,Ayaan Khan|Udit Narayan|Leena Chandavarkar|Rahul Tiwari|Aanya Singh|Priya Rao|Alka Yagnik,"{'Ayaan Khan': 230.29, 'Udit Narayan': 738.72, 'Leena Chandavarkar': 693.25, 'Rahul Tiwari': 941.77, 'Aanya Singh': 105.39, 'Priya Rao': 57.2, 'Alka Yagnik': 355.9}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",9b7e26ab-2e78-4495-84e0-6899c7ebe5b4,2026-01-12,Marketing,Marketing expense for fest operations,Mira Rajput,477.34,equal,12,Enrique D'Cruz|Mira Rajput|Sonu Nigam|Renu Arora|Vandana Luthra|Varun Bansal|Preetam Chakraborty|Pallavi Shah|Kiara Advani|Kiara Advani|Myra Mehta|Taapsee Pannu,"{""Enrique D'Cruz"": 39.78, 'Mira Rajput': 39.78, 'Sonu Nigam': 39.78, 'Renu Arora': 39.78, 'Vandana Luthra': 39.78, 'Varun Bansal': 39.78, 'Preetam Chakraborty': 39.78, 'Pallavi Shah': 39.78, 'Kiara Advani': 39.78, 'Myra Mehta': 39.78, 'Taapsee Pannu': 39.78}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",4b8c84c2-f5d5-4b76-8568-1ed1f461c5a2,2026-01-12,After Party,Printing & Merchandise expense for fest operations,Divya Mukherjee,7847.89,unequal_percentage,13,Vandana Luthra|Shahid Kapoor|Anjali Soni|Alka Yagnik|Balram Yadav|Bharti Gill|Varun Bansal|Saanvi Gupta|Lakshmi Nambiar|Alka Yagnik|Priya Rao|Mumtaz Begum|Taapsee Pannu,"{'Vandana Luthra': 743.4, 'Shahid Kapoor': 239.81, 'Anjali Soni': 696.57, 'Alka Yagnik': 1107.5, 'Balram Yadav': 150.95, 'Bharti Gill': 695.25, 'Varun Bansal': 212.83, 'Saanvi Gupta': 351.46, 'Lakshmi Nambiar': 127.75, 'Priya Rao': 659.04, 'Mumtaz Begum': 914.66, 'Taapsee Pannu': 1274.41}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",10ceb1e6-9ddb-458d-8d04-5d7d1c5f05af,2026-01-14,Transport,Printing & Merchandise expense for fest operations,Udit Narayan,4234.23,equal,9,Urvashi Rautela|Vivaan Mehta|Kavya Iyer|Mira Rajput|Urvashi Rautela|Kunal Khanna|Paresh Rawal|Reyansh Gupta|Udit Narayan,"{'Urvashi Rautela': 470.47, 'Vivaan Mehta': 470.47, 'Kavya Iyer': 470.47, 'Mira Rajput': 470.47, 'Kunal Khanna': 470.47, 'Paresh Rawal': 470.47, 'Reyansh Gupta': 470.47, 'Udit Narayan': 470.47}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",4cd81237-e296-4119-85a7-fecbf9ebdda8,2026-01-14,Equipment Rental,Accommodation expense for fest operations,Alka Yagnik,4577.13,unequal_percentage,13,Saanvi Gupta|Sunidhi Chauhan|Armaan Malik|Sunidhi Chauhan|Bharti Gill|Shreya Ghoshal|Pallavi Shah|Adnan Sami|Kunal Khanna|Vandana Luthra|Leena Chandavarkar|Lakshmi Nambiar|Atharva Joshi,"{'Saanvi Gupta': 948.66, 'Sunidhi Chauhan': 113.56, 'Armaan Malik': 877.25, 'Bharti Gill': 380.4, 'Shreya Ghoshal': 298.06, 'Pallavi Shah': 538.07, 'Adnan Sami': 121.19, 'Kunal Khanna': 313.85, 'Vandana Luthra': 385.42, 'Leena Chandavarkar': 302.58, 'Lakshmi Nambiar': 28.8, 'Atharva Joshi': 147.05}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",7208c9a2-ca65-45af-9e79-9d40f44e7566,2026-01-14,Sponsorship Expense,Food & Catering expense for fest operations,Rishaan Nair,8942.53,equal,6,Pallavi Shah|Pihu Verma|Kavya Iyer|Shreya Ghoshal|Mira Rajput|Bharti Gill,"{'Pallavi Shah': 1490.42, 'Pihu Verma': 1490.42, 'Kavya Iyer': 1490.42, 'Shreya Ghoshal': 1490.42, 'Mira Rajput': 1490.42, 'Bharti Gill': 1490.42}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",387e1144-7a0e-44c5-b562-84a6a437d239,2026-01-11,Volunteer Expense,Printing & Merchandise expense for fest operations,Paresh Rawal,446.83,equal,9,Vandana Luthra|Anjali Soni|Leena Chandavarkar|Vishal Dadlani|Atharva Joshi|Kiara Advani|Dev Anand|Balram Yadav|Adnan Sami,"{'Vandana Luthra': 49.65, 'Anjali Soni': 49.65, 'Leena Chandavarkar': 49.65, 'Vishal Dadlani': 49.65, 'Atharva Joshi': 49.65, 'Kiara Advani': 49.65, 'Dev Anand': 49.65, 'Balram Yadav': 49.65, 'Adnan Sami': 49.65}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",d11b2efe-0a9a-4a6a-820d-fa411ab2f697,2026-01-14,Marketing,Volunteer Expense expense for fest operations,Rishaan Nair,4499.3,unequal_percentage,9,Leena Chandavarkar|Sachin Tendulkar|Sachin Tendulkar|Alka Yagnik|Shahid Kapoor|Atharva Joshi|Shahid Kapoor|Divya Mukherjee|Saanvi Gupta,"{'Leena Chandavarkar': 175.4, 'Sachin Tendulkar': 407.56, 'Alka Yagnik': 721.78, 'Shahid Kapoor': 486.61, 'Atharva Joshi': 554.41, 'Divya Mukherjee': 652.37, 'Saanvi Gupta': 532.78}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",3898a3d2-803d-4ac1-83ca-ac3c61ccc42d,2026-01-13,Volunteer Expense,Accommodation expense for fest operations,Kunal Khanna,1237.82,equal,10,Reyansh Gupta|Taapsee Pannu|Vivaan Mehta|Priya Rao|Udit Narayan|Divya Mukherjee|Ayaan Khan|Qasim Ali|Pooja Bhattacharya|Meera Krishnan,"{'Reyansh Gupta': 123.78, 'Taapsee Pannu': 123.78, 'Vivaan Mehta': 123.78, 'Priya Rao': 123.78, 'Udit Narayan': 123.78, 'Divya Mukherjee': 123.78, 'Ayaan Khan': 123.78, 'Qasim Ali': 123.78, 'Pooja Bhattacharya': 123.78, 'Meera Krishnan': 123.78}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",1e489dc7-b155-4470-8387-7404f34ed048,2026-01-13,Marketing,Food & Catering expense for fest operations,Sunidhi Chauhan,6582.55,unequal_percentage,10,Pihu Verma|Vishal Dadlani|Vishal Dadlani|Kavya Iyer|Adnan Sami|Vivaan Mehta|Reyansh Gupta|Balram Yadav|Leena Chandavarkar|Sonu Nigam,"{'Pihu Verma': 138.43, 'Vishal Dadlani': 524.0, 'Kavya Iyer': 963.02, 'Adnan Sami': 803.71, 'Vivaan Mehta': 1527.13, 'Reyansh Gupta': 555.93, 'Balram Yadav': 295.19, 'Leena Chandavarkar': 39.34, 'Sonu Nigam': 863.28}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",88fb60e3-349e-4563-b4a7-6a665ccf8bf3,2026-01-10,Accommodation,Stage & Production expense for fest operations,Kavita Krishnamurthy,9797.86,unequal_percentage,10,Yami Gautam|Priya Rao|Myra Mehta|Pihu Verma|Divya Mukherjee|Bharti Gill|Shahid Kapoor|Enrique D'Cruz|Vandana Luthra|Vijaya Balan,"{'Yami Gautam': 1552.19, 'Priya Rao': 134.75, 'Myra Mehta': 2198.38, 'Pihu Verma': 415.05, 'Divya Mukherjee': 1631.54, 'Bharti Gill': 681.67, 'Shahid Kapoor': 225.86, ""Enrique D'Cruz"": 325.85, 'Vandana Luthra': 2042.59, 'Vijaya Balan': 589.97}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",eac37757-371b-4899-a9f0-6f13d2b05883,2026-01-11,Marketing,After Party expense for fest operations,Sachin Tendulkar,7521.34,unequal_percentage,11,Kiara Advani|Atharva Joshi|Mira Rajput|Sunidhi Chauhan|Sonu Nigam|Vijaya Balan|Vijaya Balan|Kavita Krishnamurthy|Myra Mehta|Mumtaz Begum|Taapsee Pannu,"{'Kiara Advani': 854.31, 'Atharva Joshi': 101.1, 'Mira Rajput': 44.65, 'Sunidhi Chauhan': 978.52, 'Sonu Nigam': 1411.29, 'Vijaya Balan': 855.78, 'Kavita Krishnamurthy': 905.36, 'Myra Mehta': 156.78, 'Mumtaz Begum': 1178.44, 'Taapsee Pannu': 1006.34}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",0ee08b2d-5ad7-4592-a127-6908b735e7c1,2026-01-12,Accommodation,Transport expense for fest operations,Saanvi Gupta,4459.83,unequal_percentage,15,Udit Narayan|Kiara Advani|Vivaan Mehta|Dev Anand|Adnan Sami|Myra Mehta|Pallavi Shah|Udit Narayan|Yami Gautam|Reyansh Gupta|Kavita Krishnamurthy|Vijaya Balan|Mumtaz Begum|Vishal Dadlani|Varun Bansal,"{'Udit Narayan': 493.06, 'Kiara Advani': 434.67, 'Vivaan Mehta': 514.08, 'Dev Anand': 332.02, 'Adnan Sami': 349.31, 'Myra Mehta': 89.53, 'Pallavi Shah': 32.19, 'Yami Gautam': 146.18, 'Reyansh Gupta': 134.2, 'Kavita Krishnamurthy': 363.72, 'Vijaya Balan': 534.47, 'Mumtaz Begum': 450.6, 'Vishal Dadlani': 113.8, 'Varun Bansal': 449.66}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",2fa0481c-8229-463e-bc91-1f89559a7fb3,2026-01-11,Volunteer Expense,Marketing expense for fest operations,Shreya Ghoshal,5340.9,equal,3,Renu Arora|Shahid Kapoor|Myra Mehta,"{'Renu Arora': 1780.3, 'Shahid Kapoor': 1780.3, 'Myra Mehta': 1780.3}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",b47a9895-9874-422b-a02e-4832b5e1c137,2026-01-10,Transport,Equipment Rental expense for fest operations,Shreya Ghoshal,4319.63,unequal_percentage,11,Sonu Nigam|Pooja Bhattacharya|Urvashi Rautela|Taapsee Pannu|Diljit Dosanjh|Sunidhi Chauhan|Kavya Iyer|Saanvi Gupta|Udit Narayan|Udit Narayan|Sunidhi Chauhan,"{'Sonu Nigam': 220.93, 'Pooja Bhattacharya': 535.92, 'Urvashi Rautela': 260.27, 'Taapsee Pannu': 170.44, 'Diljit Dosanjh': 776.03, 'Sunidhi Chauhan': 3.46, 'Kavya Iyer': 739.63, 'Saanvi Gupta': 108.21, 'Udit Narayan': 492.64}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",394b853b-e8c0-4783-80e9-b1206a98ed33,2026-01-10,Marketing,Sponsorship Expense expense for fest operations,Adnan Sami,8952.68,unequal_percentage,13,Mira Rajput|Vijaya Balan|Pallavi Shah|Kavita Krishnamurthy|Armaan Malik|Adnan Sami|Shreya Ghoshal|Varun Bansal|Vandana Luthra|Aanya Singh|Aanya Singh|Rahul Tiwari|Mumtaz Begum,"{'Mira Rajput': 893.06, 'Vijaya Balan': 468.94, 'Pallavi Shah': 1079.75, 'Kavita Krishnamurthy': 1099.26, 'Armaan Malik': 475.55, 'Adnan Sami': 235.39, 'Shreya Ghoshal': 1020.22, 'Varun Bansal': 925.98, 'Vandana Luthra': 11.2, 'Aanya Singh': 1243.77, 'Rahul Tiwari': 590.61, 'Mumtaz Begum': 294.28}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",2f392250-f98a-4492-98f9-88dc997cab44,2026-01-14,After Party,After Party expense for fest operations,Taapsee Pannu,899.67,unequal_percentage,11,Dev Anand|Meera Krishnan|Myra Mehta|Aanya Singh|Kavya Iyer|Mira Rajput|Atharva Joshi|Adnan Sami|Lokesh Rahul|Sachin Tendulkar|Lakshmi Nambiar,"{'Dev Anand': 127.58, 'Meera Krishnan': 99.72, 'Myra Mehta': 29.49, 'Aanya Singh': 27.66, 'Kavya Iyer': 115.82, 'Mira Rajput': 55.87, 'Atharva Joshi': 122.7, 'Adnan Sami': 80.27, 'Lokesh Rahul': 69.68, 'Sachin Tendulkar': 77.83, 'Lakshmi Nambiar': 93.07}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",3db658fb-34b0-4e93-8723-6671a70f7966,2026-01-14,Marketing,Stage & Production expense for fest operations,Lokesh Rahul,653.62,equal,4,Taapsee Pannu|Pooja Bhattacharya|Yami Gautam|Udit Narayan,"{'Taapsee Pannu': 163.41, 'Pooja Bhattacharya': 163.41, 'Yami Gautam': 163.41, 'Udit Narayan': 163.41}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",09f04acc-21a4-4e94-9e31-45326fbdb17a,2026-01-12,Equipment Rental,Equipment Rental expense for fest operations,Mumtaz Begum,6779.79,equal,13,Meera Krishnan|Renu Arora|Renu Arora|Dev Anand|Sunidhi Chauhan|Atharva Joshi|Diljit Dosanjh|Pallavi Shah|Bharti Gill|Enrique D'Cruz|Shahid Kapoor|Meera Krishnan|Shahid Kapoor,"{'Meera Krishnan': 521.52, 'Renu Arora': 521.52, 'Dev Anand': 521.52, 'Sunidhi Chauhan': 521.52, 'Atharva Joshi': 521.52, 'Diljit Dosanjh': 521.52, 'Pallavi Shah': 521.52, 'Bharti Gill': 521.52, ""Enrique D'Cruz"": 521.52, 'Shahid Kapoor': 521.52}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",ba9558a8-2e35-435c-996e-32123213ecbd,2026-01-10,Stage & Production,Stage & Production expense for fest operations,Kavya Iyer,1217.19,unequal_percentage,10,Paresh Rawal|Atharva Joshi|Lokesh Rahul|Priya Rao|Rishaan Nair|Vivaan Mehta|Diljit Dosanjh|Rahul Tiwari|Alka Yagnik|Sunidhi Chauhan,"{'Paresh Rawal': 183.65, 'Atharva Joshi': 106.47, 'Lokesh Rahul': 63.24, 'Priya Rao': 78.36, 'Rishaan Nair': 66.93, 'Vivaan Mehta': 175.99, 'Diljit Dosanjh': 161.51, 'Rahul Tiwari': 198.02, 'Alka Yagnik': 45.12, 'Sunidhi Chauhan': 137.89}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",1f6104b6-9a10-4a0c-ae44-16f8ea826d72,2026-01-12,Marketing,Stage & Production expense for fest operations,Kiara Advani,3292.25,unequal_percentage,3,Dev Anand|Vivaan Mehta|Aanya Singh,"{'Dev Anand': 1134.77, 'Vivaan Mehta': 63.11, 'Aanya Singh': 2094.37}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",fc6a2e30-06a8-43b4-9805-afb97060199f,2026-01-14,After Party,Printing & Merchandise expense for fest operations,Ayaan Khan,4735.77,equal,7,Rahul Tiwari|Qasim Ali|Reyansh Gupta|Pooja Bhattacharya|Bharti Gill|Alka Yagnik|Kiara Advani,"{'Rahul Tiwari': 676.54, 'Qasim Ali': 676.54, 'Reyansh Gupta': 676.54, 'Pooja Bhattacharya': 676.54, 'Bharti Gill': 676.54, 'Alka Yagnik': 676.54, 'Kiara Advani': 676.54}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",8fc66516-1d37-430f-892e-cd10eb41861b,2026-01-11,Accommodation,Printing & Merchandise expense for fest operations,Vijaya Balan,956.72,equal,9,Lokesh Rahul|Mira Rajput|Reyansh Gupta|Kunal Khanna|Mumtaz Begum|Lokesh Rahul|Kunal Khanna|Balram Yadav|Pihu Verma,"{'Lokesh Rahul': 106.3, 'Mira Rajput': 106.3, 'Reyansh Gupta': 106.3, 'Kunal Khanna': 106.3, 'Mumtaz Begum': 106.3, 'Balram Yadav': 106.3, 'Pihu Verma': 106.3}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",c2717e7f-1d2a-44e8-a632-db8643a1b00c,2026-01-12,After Party,Stage & Production expense for fest operations,Kunal Khanna,3014.72,unequal_percentage,12,Myra Mehta|Pooja Bhattacharya|Lakshmi Nambiar|Meera Krishnan|Kunal Khanna|Atharva Joshi|Qasim Ali|Divya Mukherjee|Mumtaz Begum|Kunal Khanna|Anjali Soni|Vivaan Mehta,"{'Myra Mehta': 104.96, 'Pooja Bhattacharya': 269.97, 'Lakshmi Nambiar': 297.05, 'Meera Krishnan': 4.78, 'Kunal Khanna': 422.16, 'Atharva Joshi': 358.03, 'Qasim Ali': 396.2, 'Divya Mukherjee': 278.82, 'Mumtaz Begum': 152.92, 'Anjali Soni': 352.52, 'Vivaan Mehta': 204.45}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",0b69c6f3-2739-43bd-b8b4-225cd64abbb7,2026-01-14,Volunteer Expense,Transport expense for fest operations,Ayaan Khan,1026.91,unequal_percentage,11,Alka Yagnik|Bharti Gill|Pihu Verma|Saanvi Gupta|Renu Arora|Taapsee Pannu|Vijaya Balan|Vandana Luthra|Yami Gautam|Adnan Sami|Mira Rajput,"{'Alka Yagnik': 89.89, 'Bharti Gill': 121.76, 'Pihu Verma': 157.03, 'Saanvi Gupta': 47.03, 'Renu Arora': 34.82, 'Taapsee Pannu': 11.15, 'Vijaya Balan': 32.29, 'Vandana Luthra': 147.84, 'Yami Gautam': 129.78, 'Adnan Sami': 164.83, 'Mira Rajput': 90.48}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",231f9604-8b18-40d9-a68a-82d6f0907f86,2026-01-14,Volunteer Expense,Accommodation expense for fest operations,Balram Yadav,4695.24,equal,11,Saanvi Gupta|Enrique D'Cruz|Qasim Ali|Priya Rao|Kavya Iyer|Priya Rao|Shreya Ghoshal|Urvashi Rautela|Meera Krishnan|Balram Yadav|Kunal Khanna,"{'Saanvi Gupta': 426.84, ""Enrique D'Cruz"": 426.84, 'Qasim Ali': 426.84, 'Priya Rao': 426.84, 'Kavya Iyer': 426.84, 'Shreya Ghoshal': 426.84, 'Urvashi Rautela': 426.84, 'Meera Krishnan': 426.84, 'Balram Yadav': 426.84, 'Kunal Khanna': 426.84}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",c53561e4-30e6-4f9f-8980-d9ce46debbdb,2026-01-14,After Party,Sponsorship Expense expense for fest operations,Mumtaz Begum,3438.17,unequal_percentage,5,Adnan Sami|Enrique D'Cruz|Reyansh Gupta|Adnan Sami|Bharti Gill,"{'Adnan Sami': 638.53, ""Enrique D'Cruz"": 649.9, 'Reyansh Gupta': 945.14, 'Bharti Gill': 945.92}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",3a626780-c5b4-463a-992c-d2155342fe63,2026-01-12,Equipment Rental,Stage & Production expense for fest operations,Renu Arora,2996.32,unequal_percentage,7,Udit Narayan|Lakshmi Nambiar|Pallavi Shah|Shreya Ghoshal|Saanvi Gupta|Varun Bansal|Divya Mukherjee,"{'Udit Narayan': 289.11, 'Lakshmi Nambiar': 4.87, 'Pallavi Shah': 293.88, 'Shreya Ghoshal': 303.43, 'Saanvi Gupta': 822.13, 'Varun Bansal': 314.95, 'Divya Mukherjee': 967.95}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",2f7debee-4acb-472a-93ae-9372b75afa35,2026-01-12,Accommodation,Volunteer Expense expense for fest operations,Anjali Soni,1842.45,equal,2,Lokesh Rahul|Kavya Iyer,"{'Lokesh Rahul': 921.23, 'Kavya Iyer': 921.23}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",2c1c9aec-e295-48e2-a9a7-ec7cdac52ae4,2026-01-11,Marketing,Transport expense for fest operations,Kavita Krishnamurthy,1424.03,equal,9,Taapsee Pannu|Armaan Malik|Mumtaz Begum|Varun Bansal|Vijaya Balan|Lokesh Rahul|Vivaan Mehta|Kunal Khanna|Aanya Singh,"{'Taapsee Pannu': 158.23, 'Armaan Malik': 158.23, 'Mumtaz Begum': 158.23, 'Varun Bansal': 158.23, 'Vijaya Balan': 158.23, 'Lokesh Rahul': 158.23, 'Vivaan Mehta': 158.23, 'Kunal Khanna': 158.23, 'Aanya Singh': 158.23}"
